,index,ref,ref_p5,ref_p95,2050hoog,2050hoog_p5,2050hoog_p95,2050laag,2050laag_p5,2050laag_p95,2100hoog,2100hoog_p5,2100hoog_p95,2100laag,2100laag_p5,2100laag_p95
0,1,13.327269546190898,11.851292181015015,15.167433118820188,15.461199788252513,13.616001844406128,17.547524738311765,14.364626189072927,12.661163997650146,16.186865329742428,18.862981561819712,16.51007080078125,21.138973903656,14.364626189072927,12.661163997650146,16.186865329742428
1,2,13.327269546190898,11.851292181015015,15.167433118820188,15.461199788252513,13.616001844406128,17.547524738311765,14.364626189072927,12.661163997650146,16.186865329742428,18.862981561819712,16.51007080078125,21.138973903656,14.364626189072927,12.661163997650146,16.186865329742428
2,3,13.211903218428294,11.682771921157837,15.034098291397093,15.350181146462758,13.496751356124879,17.537982654571532,14.203331633408864,12.56949167251587,15.991123104095458,18.770789817969003,16.560862731933593,20.939044475555413,14.203331633408864,12.56949167251587,15.991123104095458
3,4,13.211903218428294,11.682771921157837,15.034098291397093,15.350181146462758,13.496751356124879,17.537982654571532,14.203331633408864,12.56949167251587,15.991123104095458,18.770789817969003,16.560862731933593,20.939044475555413,14.203331633408864,12.56949167251587,15.991123104095458
4,5,12.85222864151001,11.315851879119872,14.708648252487182,14.97250189781189,13.111213731765748,17.170248413085936,13.820250201225281,12.190375995635986,15.614158058166502,18.394587238629658,16.14039354324341,20.589683532714837,13.820250201225281,12.190375995635986,15.614158058166502
5,6,12.369593997796377,10.744700527191162,14.242988872528073,14.4908354083697,12.56299090385437,16.718046188354492,13.315117077032726,11.681020927429199,15.165664863586425,17.91051346460978,15.615218305587769,20.163749122619624,13.315117077032726,11.681020927429199,15.165664863586425
6,7,11.941565871238708,10.167604351043702,13.973603296279906,14.074154035250347,12.058965587615967,16.414186477661133,12.872217853864035,11.108732986450196,14.802166748046874,17.51012079715729,15.153123569488525,19.89640264511108,12.872217853864035,11.108732986450196,14.802166748046874
7,8,11.941565871238708,10.167604351043702,13.973603296279906,14.074154035250347,12.058965587615967,16.414186477661133,12.872217853864035,11.108732986450196,14.802166748046874,17.51012079715729,15.153123569488525,19.89640264511108,12.872217853864035,11.108732986450196,14.802166748046874
8,9,11.81938674847285,10.048851156234742,13.850547981262206,13.950597318013509,11.929160547256469,16.336214065551758,12.734840555985768,10.941667747497558,14.662389898300171,17.396253283818563,15.021663665771484,19.83430995941162,12.734840555985768,10.941667747497558,14.662389898300171
9,10,12.137871785958607,10.450066757202148,14.087217712402342,14.262220140298208,12.346721696853638,16.626523971557617,13.020988460381826,11.318849754333495,14.918005180358886,17.724801834424337,15.472877502441406,20.130282020568846,13.020988460381826,11.318849754333495,14.918005180358886
