,index,ref,ref_p5,ref_p95,2050hoog,2050hoog_p5,2050hoog_p95,2050laag,2050laag_p5,2050laag_p95,2100hoog,2100hoog_p5,2100hoog_p95,2100laag,2100laag_p5,2100laag_p95
0,1,0.7675899823506673,0.0,0.0,0.8714048306147257,0.0,0.0,0.8355061451594035,0.0,0.0,1.0063287019729614,0.0,0.0,0.8355061451594035,0.0,0.0
1,2,0.7675899823506673,0.0,0.0,0.8714048306147257,0.0,0.0,0.8355061451594035,0.0,0.0,1.0063287019729614,0.0,0.0,0.8355061451594035,0.0,0.0
2,3,0.7647576808929444,0.0,0.0,0.8659544626871745,0.0,0.0,0.8328892866770427,0.0,0.0,1.0022231260935466,0.0,0.0,0.8328892866770427,0.0,0.0
3,4,0.7647576808929444,0.0,0.0,0.8659544626871745,0.0,0.0,0.8328892866770427,0.0,0.0,1.0022231260935466,0.0,0.0,0.8328892866770427,0.0,0.0
4,5,0.7569124221801757,0.0,0.0,0.8579274336496989,0.0,0.0,0.8260251363118489,0.0,0.0,0.997566556930542,0.0,0.0,0.8260251363118489,0.0,0.0
5,6,0.7409481843312581,0.0,0.0,0.8436184803644816,0.0,0.0,0.8126190503438314,0.0,0.0,0.9877534945805867,0.0,0.0,0.8126190503438314,0.0,0.0
6,7,0.7287861665089925,0.0,0.0,0.8327579180399577,0.0,0.0,0.8028208494186402,0.0,0.0,0.9815694570541382,0.0,0.0,0.8028208494186402,0.0,0.0
7,8,0.7287861665089925,0.0,0.0,0.8327579180399577,0.0,0.0,0.8028208494186402,0.0,0.0,0.9815694570541382,0.0,0.0,0.8028208494186402,0.0,0.0
8,9,0.7253383795420328,0.0,0.0,0.8296895424524943,0.0,0.0,0.8010096788406372,0.0,0.0,0.9820566972096761,0.0,0.0,0.8010096788406372,0.0,0.0
9,10,0.7368752082188924,0.0,0.0,0.8405381679534912,0.0,0.0,0.8138591210047404,0.0,0.0,0.994664470354716,0.0,0.0,0.8138591210047404,0.0,0.0
10,11,0.7368752082188924,0.0,0.0,0.8405381679534912,0.0,0.0,0.8138591210047404,0.0,0.0,0.994664470354716,0.0,0.0,0.8138591210047404,0.0,0.0
11,12,0.7466750701268514,0.0,0.0,0.8499571323394776,0.0,0.0,0.8245673497517904,0.0,0.0,1.0050098578135171,0.0,0.0,0.8245673497517904,0.0,0.0
12,13,0.75278426806132,0.0,0.0,0.8562058448791504,0.0,0.0,0.8326643546422322,0.0,0.0,1.011803110440572,0.0,0.0,0.8326643546422322,0.0,0.0
13,14,0.7601012786229452,0.0,0.0,0.8634896278381348,0.0,0.0,0.8402214129765828,0.0,0.0,1.0187757968902589,0.0,0.0,0.8402214129765828,0.0,0.0
14,15,0.7601012786229452,0.0,0.0,0.8634896278381348,0.0,0.0,0.8402214129765828,0.0,0.0,1.0187757968902589,0.0,0.0,0.8402214129765828,0.0,0.0
15,16,0.7577953497568767,0.0,0.0,0.8614404042561848,0.0,0.0,0.8385984341303507,0.0,0.0,1.017983078956604,0.0,0.0,0.8385984341303507,0.0,0.0
16,17,0.765113910039266,0.0,0.0,0.8689506451288859,0.0,0.0,0.8464009443918864,0.0,0.0,1.02553391456604,0.0,0.0,0.8464009443918864,0.0,0.0
17,18,0.765113910039266,0.0,0.0,0.8689506451288859,0.0,0.0,0.8464009443918864,0.0,0.0,1.02553391456604,0.0,0.0,0.8464009443918864,0.0,0.0
18,19,0.7665831406911214,0.0,0.0,0.8709813912709554,0.0,0.0,0.8480279366175334,0.0,0.0,1.0280136028925577,0.0,0.0,0.8480279366175334,0.0,0.0
19,20,0.766991670926412,0.0,0.0,0.8724904775619506,0.0,0.0,0.8485876083374023,0.0,0.0,1.02970712184906,0.0,0.0,0.8485876083374023,0.0,0.0
20,21,0.7687272310256958,0.0,0.0,0.8749747991561889,0.0,0.0,0.8504338264465332,0.0,0.0,1.0309903701146443,0.0,0.0,0.8504338264465332,0.0,0.0
21,22,0.7687272310256958,0.0,0.0,0.8749747991561889,0.0,0.0,0.8504338264465332,0.0,0.0,1.0309903701146443,0.0,0.0,0.8504338264465332,0.0,0.0
22,23,0.7682504574457805,0.0,0.0,0.8771216233571371,0.0,0.0,0.85114905834198,0.0,0.0,1.0346927881240844,0.0,0.0,0.85114905834198,0.0,0.0
23,24,0.7473288456598918,0.0,0.0,0.8544688542683919,0.0,0.0,0.8292340993881225,0.0,0.0,1.0111342827479044,0.0,0.0,0.8292340993881225,0.0,0.0
24,25,0.7437471310297649,0.0,0.0,0.8507997035980225,0.0,0.0,0.8283359845479329,0.0,0.0,1.0062669436136882,0.0,0.0,0.8283359845479329,0.0,0.0
25,26,0.7437471310297649,0.0,0.0,0.8507997035980225,0.0,0.0,0.8283359845479329,0.0,0.0,1.0062669436136882,0.0,0.0,0.8283359845479329,0.0,0.0
26,27,0.7134781916936238,0.0,0.0,0.8187288999557495,0.0,0.0,0.7997526089350383,0.0,0.0,0.9713418404261271,0.0,0.0,0.7997526089350383,0.0,0.0
27,28,0.7019812583923339,0.0,0.0,0.806417719523112,0.0,0.0,0.7839487155278524,0.0,0.0,0.959705384572347,0.0,0.0,0.7839487155278524,0.0,0.0
28,29,0.7019812583923339,0.0,0.0,0.806417719523112,0.0,0.0,0.7839487155278524,0.0,0.0,0.959705384572347,0.0,0.0,0.7839487155278524,0.0,0.0
29,30,0.738044285774231,0.0,0.0,0.8417296648025513,0.0,0.0,0.8159891049067179,0.0,0.0,1.0003859678904214,0.0,0.0,0.8159891049067179,0.0,0.0
30,31,0.7750194152196248,0.0,0.0,0.8801931222279866,0.0,0.0,0.852684513727824,0.0,0.0,1.0431854248046875,0.0,0.0,0.852684513727824,0.0,0.0
31,32,0.7855710983276367,0.0,0.0,0.8918910185496013,0.0,0.0,0.8634475708007813,0.0,0.0,1.0569149335225423,0.0,0.0,0.8634475708007813,0.0,0.0
32,33,0.7855710983276367,0.0,0.0,0.8918910185496013,0.0,0.0,0.8634475708007813,0.0,0.0,1.0569149335225423,0.0,0.0,0.8634475708007813,0.0,0.0
33,34,0.7851296265920004,0.0,0.0,0.8930308580398559,0.0,0.0,0.8641080061594645,0.0,0.0,1.0600043853123984,0.0,0.0,0.8641080061594645,0.0,0.0
34,35,0.783963656425476,0.0,0.0,0.8934477726618449,0.0,0.0,0.8594475428263346,0.0,0.0,1.0613553603490193,0.0,0.0,0.8594475428263346,0.0,0.0
35,36,0.783963656425476,0.0,0.0,0.8934477726618449,0.0,0.0,0.8594475428263346,0.0,0.0,1.0613553603490193,0.0,0.0,0.8594475428263346,0.0,0.0
36,37,0.7601341009140015,0.0,0.0,0.8687969446182251,0.0,0.0,0.8439258893330892,0.0,0.0,1.0345198313395183,0.0,0.0,0.8439258893330892,0.0,0.0
37,38,0.7606378078460694,0.0,0.0,0.861271325747172,0.0,0.0,0.8250751256942749,0.0,0.0,0.9907010714213054,0.0,0.0,0.8250751256942749,0.0,0.0
38,39,0.7606378078460694,0.0,0.0,0.861271325747172,0.0,0.0,0.8250751256942749,0.0,0.0,0.9907010714213054,0.0,0.0,0.8250751256942749,0.0,0.0
39,40,0.7580402374267579,0.0,0.0,0.8606545845667521,0.0,0.0,0.8245411475499471,0.0,0.0,0.9947792053222656,0.0,0.0,0.8245411475499471,0.0,0.0
40,41,0.7580402374267579,0.0,0.0,0.8606545845667521,0.0,0.0,0.8245411475499471,0.0,0.0,0.9947792053222656,0.0,0.0,0.8245411475499471,0.0,0.0
41,42,0.7543779532114665,0.0,0.0,0.8546810229619344,0.0,0.0,0.8214293956756592,0.0,0.0,0.9917132139205933,0.0,0.0,0.8214293956756592,0.0,0.0
42,43,0.7416937589645386,0.0,0.0,0.8432567834854126,0.0,0.0,0.8109385410944621,0.0,0.0,0.9839181025822957,0.0,0.0,0.8109385410944621,0.0,0.0
43,44,0.7325733423233032,0.0,0.0,0.8340144793192545,0.0,0.0,0.8039034922917684,0.0,0.0,0.978951358795166,0.0,0.0,0.8039034922917684,0.0,0.0
