,index,ref,ref_p5,ref_p95,2050laag,2050laag_p5,2050laag_p95,2050hoog,2050hoog_p5,2050hoog_p95,2100laag,2100laag_p5,2100laag_p95,2100hoog,2100hoog_p5,2100hoog_p95
254,255,48.21666666666667,22.950000000000003,77.0,36.99166666666667,14.950000000000001,66.04999999999998,27.754166666666666,8.0,53.14999999999995,36.99166666666667,14.950000000000001,66.04999999999998,10.433333333333334,0.0,26.0
255,256,54.8,27.0,83.0,43.8125,19.950000000000003,72.04999999999998,29.745833333333334,9.0,58.0,43.8125,19.950000000000003,72.04999999999998,9.791666666666666,0.0,25.049999999999983
256,257,62.53333333333333,35.0,91.14999999999995,49.458333333333336,23.950000000000003,80.0,34.4875,11.0,65.14999999999995,49.458333333333336,23.950000000000003,80.0,10.870833333333334,0.0,27.049999999999983
257,258,62.53333333333333,35.0,91.14999999999995,49.458333333333336,23.950000000000003,80.0,34.4875,11.0,65.14999999999995,49.458333333333336,23.950000000000003,80.0,10.870833333333334,0.0,27.049999999999983
258,259,68.88333333333334,40.95,99.0,56.975,31.950000000000003,86.09999999999997,43.5,18.950000000000003,74.04999999999998,56.975,31.950000000000003,86.09999999999997,15.054166666666667,1.0,34.0
259,260,20.691666666666666,4.0,43.0,14.366666666666667,1.0,37.0,10.916666666666666,0.0,31.0,14.366666666666667,1.0,37.0,3.1708333333333334,0.0,13.0
260,261,20.691666666666666,4.0,43.0,14.366666666666667,1.0,37.0,10.916666666666666,0.0,31.0,14.366666666666667,1.0,37.0,3.1708333333333334,0.0,13.0
261,262,22.379166666666666,5.950000000000001,45.0,15.370833333333334,2.0,36.04999999999998,11.129166666666666,0.0,28.049999999999983,15.370833333333334,2.0,36.04999999999998,3.0875,0.0,11.0
262,263,23.141666666666666,6.0,43.04999999999998,16.1,3.0,37.0,11.616666666666667,1.0,29.099999999999966,16.1,3.0,37.0,3.4375,0.0,12.0
263,264,23.141666666666666,6.0,43.04999999999998,16.1,3.0,37.0,11.616666666666667,1.0,29.099999999999966,16.1,3.0,37.0,3.4375,0.0,12.0
264,265,25.316666666666666,8.0,47.0,17.841666666666665,4.0,41.0,13.158333333333333,1.0,32.04999999999998,17.841666666666665,4.0,41.0,3.870833333333333,0.0,13.049999999999983
265,266,30.308333333333334,11.0,56.04999999999998,20.45,5.0,43.0,14.804166666666667,2.0,34.04999999999998,20.45,5.0,43.0,4.8,0.0,15.0
266,267,30.308333333333334,11.0,56.04999999999998,20.45,5.0,43.0,14.804166666666667,2.0,34.04999999999998,20.45,5.0,43.0,4.8,0.0,15.0
267,268,38.395833333333336,16.0,66.0,26.920833333333334,9.0,53.0,18.716666666666665,3.0,40.0,26.920833333333334,9.0,53.0,6.345833333333333,0.0,18.0
268,269,45.02916666666667,21.950000000000003,75.0,32.49583333333333,13.950000000000001,60.04999999999998,23.804166666666667,6.0,45.04999999999998,32.49583333333333,13.950000000000001,60.04999999999998,7.695833333333334,0.0,20.049999999999983
269,270,49.80833333333333,24.950000000000003,81.04999999999998,38.775,16.950000000000003,68.0,28.070833333333333,8.950000000000001,53.0,38.775,16.950000000000003,68.0,9.441666666666666,0.0,24.0
270,271,49.80833333333333,24.950000000000003,81.04999999999998,38.775,16.950000000000003,68.0,28.070833333333333,8.950000000000001,53.0,38.775,16.950000000000003,68.0,9.441666666666666,0.0,24.0
271,272,52.858333333333334,27.0,83.04999999999998,41.391666666666666,19.950000000000003,70.0,31.345833333333335,10.0,58.04999999999998,41.391666666666666,19.950000000000003,70.0,11.683333333333334,1.0,27.0
272,273,53.608333333333334,27.950000000000003,82.04999999999998,40.90416666666667,18.0,69.09999999999997,32.2125,11.0,58.0,40.90416666666667,18.0,69.09999999999997,12.195833333333333,1.0,27.049999999999983
273,274,53.608333333333334,27.950000000000003,82.04999999999998,40.90416666666667,18.0,69.09999999999997,32.2125,11.0,58.0,40.90416666666667,18.0,69.09999999999997,12.195833333333333,1.0,27.049999999999983
274,275,54.17916666666667,27.950000000000003,84.04999999999998,42.5625,21.0,71.0,32.00416666666667,11.0,56.14999999999995,42.5625,21.0,71.0,12.166666666666666,1.0,28.0
275,276,54.93333333333333,29.950000000000003,84.04999999999998,43.1125,21.0,72.0,32.3,11.950000000000001,57.0,43.1125,21.0,72.0,12.2875,1.0,28.049999999999983
276,277,54.93333333333333,29.950000000000003,84.04999999999998,43.1125,21.0,72.0,32.3,11.950000000000001,57.0,43.1125,21.0,72.0,12.2875,1.0,28.049999999999983
277,278,56.475,30.0,86.0,44.1375,21.85,71.04999999999998,33.608333333333334,13.0,59.04999999999998,44.1375,21.85,71.04999999999998,12.595833333333333,1.0,29.0
278,279,57.69166666666667,32.0,88.0,45.28333333333333,22.0,72.04999999999998,34.8625,13.0,59.04999999999998,45.28333333333333,22.0,72.04999999999998,13.054166666666667,1.0,29.049999999999983
279,280,58.34166666666667,31.0,89.0,46.475,24.0,74.04999999999998,34.96666666666667,13.0,61.0,46.475,24.0,74.04999999999998,12.908333333333333,1.0,28.049999999999983
